 101  57.0  -77.0 10 RICHMOND GULF QUE.
 9800.0  300.0  -27.0    4.0
 410  48.7   -1.5  7 MONT-SAINT MICHEL FRA.        
 2400.0  200.0   -5.0    1.0
 3500.0  200.0   -5.0    1.0
 4400.0  200.0   -5.0    1.0
 4900.0  200.0   -7.0    1.0
 5600.0  200.0   -9.0    1.3
 5900.0  200.0   -7.0    1.0
 7100.0  200.0  -10.0    1.4
 411  48.7   -4.4  5 BREST FRA.                    
 2200.0  200.0     .3    1.0
 3200.0  200.0    -.3    1.0
 3900.0  200.0    -.5    1.0
 4300.0  300.0     .0    1.0
 5000.0  200.0   -1.5    1.0
 412  47.5   -2.5  9 VILAINE R. FRA.               
 1000.0  200.0    1.0    1.0
 2000.0  200.0     .0    1.0
 3000.0  200.0   -2.0    1.0
 4000.0  200.0   -3.0    1.0
 5000.0  200.0   -3.0    1.0
 6000.0  200.0   -5.0    1.0
 7000.0  200.0   -9.0    1.3
 8000.0  300.0  -20.0    3.0
 9000.0  300.0  -33.0    4.9
 413  47.2   -2.0  4 SARTHE R. FRA.                
 3000.0  200.0     .0    1.0
 3400.0  200.0   -2.0    1.0
 3600.0  200.0   -4.0    1.0
 5700.0  200.0   -8.0    1.1
 414  43.3   -2.0  2 SAN SEBASTIAN SP.             
 1900.0  200.0    2.0    1.0
 2200.0  200.0    3.0    1.0
 415  43.8   -8.0  1 C. ORLEGAL SP.                
10700.0  400.0  -80.0   11.9
 416  42.7    3.1  6 ROUSSILLON FRA.               
 2000.0  200.0     .0    1.0
 4000.0  200.0   -2.0    1.0
 6000.0  200.0  -12.0    1.8
 8400.0  300.0  -40.0    5.9
10500.0  400.0  -60.0    8.9
12900.0  500.0  -70.0   10.4
 417  43.3    5.4  1 MARSEILLES FRA.               
 1800.0  200.0    -.3    1.0
 418  42.0   12.0  1 CIVITAVECCHIA IT.             
 2100.0  200.0    -.6    1.0
 419  41.9   15.1  1 TREMOLI IT.                   
 8900.0  400.0  -14.0    2.1
 420  37.4   15.2  1 CATANIA SICILY                
 5900.0  200.0   -8.0    1.1
 421  37.0   22.0  5 GULF OF MESSENIA GREECE       
 2800.0  200.0   -3.0    1.0
 4900.0  300.0   -2.0    1.0
 5300.0  200.0   -5.2    1.0
 6200.0  200.0   -6.0    1.0
 8900.0  300.0  -40.0    5.9
 422  37.0   27.0  4 SW. TURKEY                    
 1000.0  200.0    -.5    1.0
 2000.0  200.0    -.8    1.0
 3000.0  200.0   -1.2    1.0
 4000.0  200.0   -1.6    1.0
 423  35.0   32.8  1 CYPRUS                        
 4400.0  200.0   -9.0    1.3
 424  34.5   35.8  3 BEIRUT LEBANON                
 1500.0  200.0     .8    1.0
 2400.0  200.0    1.7    1.0
 3100.0  200.0    2.5    1.0
 425  32.5   34.9  1 JAFFA ISRAEL                  
 3800.0  200.0   -4.0    1.0
 426  36.5    2.2  2 ALGIERS ALGERIA               
 3400.0  200.0    2.0    1.0
 3800.0  200.0    2.5    1.0
 501  16.9  -88.3  4 JONATHAN PT. BELIZE           
 2900.0  200.0   -5.2    1.0
 7300.0  200.0  -10.1    1.5
 8200.0  300.0  -15.0    2.2
 8900.0  300.0   -7.3    1.0
 502  16.5  -87.4  1 GROVER REEF BELIZE            
 1900.0  200.0    1.6    1.0
 503   9.0  -80.0  8 E. PANAMA                     
 3300.0  200.0   -5.5    1.0
 4200.0  200.0   -7.3    1.0
 4800.0  200.0  -12.6    1.8
 6200.0  200.0  -13.0    1.9
 7300.0  200.0  -13.1    1.9
 8600.0  300.0  -20.0    3.0
 9600.0  300.0  -33.2    4.9
11300.0  400.0  -48.1    7.2
 504  11.0  -75.6  1 CARTAGENA COLUMBIA            
 2900.0  200.0    2.7    1.0
 505  11.8  -66.2  5 CARACAS VENEZUELA             
  400.0  200.0     .3    1.0
 1000.0  200.0    2.5    1.0
 1300.0  200.0     .5    1.0
 3700.0  200.0     .6    1.0
 4500.0  200.0     .5    1.0
 506   5.8  -57.5  3 GEORGETOWN GUYANA             
 6100.0  200.0    2.5    1.0
 6500.0  200.0    3.5    1.0
 8600.0  300.0  -20.0    3.0
 507   5.9  -55.9  2 PARAMARIBO SURINAM            
 8700.0  300.0  -25.0    3.7
 9200.0  300.0  -25.0    3.7
 508  -8.0  -35.0  7 RECIFE BRAZIL                 
  300.0  200.0     .5    1.0
 1200.0  200.0    1.0    1.0
 1800.0  200.0    1.5    1.0
 2300.0  200.0    2.0    1.0
 2800.0  200.0    2.0    1.0
 3800.0  200.0    2.2    1.0
 5800.0  200.0    1.0    1.0
 509 -22.0  -43.0  4 RIO DE J. BRAZIL              
  300.0  200.0     .5    1.0
 2300.0  200.0    2.0    1.0
 4000.0  200.0    2.3    1.0
 4800.0  200.0    2.2    1.0
 510 -25.0  -48.0  6 IGUAPE BRAZIL                 
 1000.0  200.0     .0    1.0
 2000.0  200.0     .5    1.0
 3000.0  200.0    2.0    1.0
 4000.0  200.0     .0    1.0
 5000.0  200.0    4.0    1.0
 6000.0  200.0    1.0    1.0
 511 -34.7  -58.0  4 RIO PLATA ARGENTINA           
 2800.0  200.0    1.7    1.0
 3800.0  200.0    1.0    1.0
 5300.0  200.0    4.5    1.0
 5500.0  200.0    4.5    1.0
 512 -39.6  -62.1  9 BAHIA BLANCA ARGENTINA        
  400.0  200.0    2.5    1.0
 1700.0  200.0    5.0    1.0
 2200.0  200.0    2.5    1.0
 2600.0  200.0    2.5    1.0
 3100.0  200.0    2.5    1.0
 3200.0  200.0    2.5    1.0
 5300.0  200.0    5.0    1.0
 6000.0  200.0    5.0    1.0
 6900.0  200.0    5.0    1.0
 513 -53.7  -68.0  1 LA MISION ARGENTINA           
 7900.0  300.0   -4.3    1.0
 514 -54.5  -37.0  2 SOUTH GEORGIA FALKLANDS       
  800.0  200.0     .0    1.0
 2400.0  200.0    1.5    1.0
 515  34.0   -6.8  4 N. MOROCCO                    
  300.0  200.0    1.0    1.0
 2100.0  200.0    1.0    1.0
 5300.0  200.0    2.0    1.0
 5700.0  200.0    2.0    1.0
 516  23.2  -16.2  5 S. MOROCCO                    
 1000.0  200.0    1.0    1.0
 3100.0  200.0    1.5    1.0
 4000.0  200.0    1.0    1.0
 5200.0  200.0    2.0    1.0
 6200.0  200.0     .7    1.0
 517  20.0  -17.0  3 C. BLANC MAURITANIA           
 2000.0  200.0     .0    1.0
 4000.0  200.0    1.0    1.0
 5000.0  200.0    1.0    1.0
 518  18.0  -16.0  4 NOUAKCHATT MAURITANIA         
 3000.0  200.0    1.0    1.0
 4000.0  200.0   -1.0    1.0
 5000.0  200.0    2.0    1.0
 6000.0  200.0   -2.0    1.0
 519  16.9  -24.0  2 CAPE VERDE ISLANDS            
  700.0  200.0    1.0    1.0
 2000.0  200.0    3.0    1.0
 520  15.9  -16.5  7 ST. LOUIS SENEGAL             
 1600.0  200.0     .6    1.0
 2000.0  200.0    1.0    1.0
 3000.0  200.0     .5    1.0
 4000.0  200.0     .0    1.0
 5000.0  200.0     .5    1.0
 6000.0  200.0    -.5    1.0
 7000.0  200.0   -2.0    1.0
 521  15.0  -17.0  5 DAKAR SENEGAL                 
 2000.0  200.0    1.0    1.0
 3000.0  200.0    2.0    1.0
 4000.0  200.0     .0    1.0
 5000.0  200.0     .0    1.0
 6000.0  200.0     .5    1.0
 522  13.0  -16.0  4 BANJUL GAMBIA                 
 2500.0  200.0     .0    1.0
 2700.0  200.0     .0    1.0
 3200.0  200.0     .0    1.0
 5600.0  200.0     .5    1.0
 523  11.0  -15.0  4 CASAMANCE GUINEA              
 1000.0  200.0    -.5    1.0
 2000.0  200.0    -.5    1.0
 3000.0  200.0   -1.0    1.0
 4000.0  200.0   -3.0    1.0
 524   8.5  -13.4  3 FREETOWN SIERRA LEONE         
  700.0  200.0    1.2    1.0
 1400.0  200.0    2.0    1.0
 2000.0  200.0    3.0    1.0
 525   5.1   -4.3  9 ABIDJAN IVORY COAST           
  700.0  200.0    1.0    1.0
 2000.0  200.0    2.0    1.0
 4000.0  200.0    1.0    1.0
 6000.0  200.0   -3.0    1.0
 8000.0  300.0  -11.0    1.6
10000.0  400.0  -42.0    6.2
12000.0  400.0  -64.0    9.5
13900.0  500.0  -89.0   13.3
14700.0  500.0  -82.0   12.2
 526   5.5     .2  6 ACCRA GHANA                   
 1600.0  200.0    2.5    1.0
 2100.0  200.0    2.5    1.0
 3000.0  200.0    -.5    1.0
 5400.0  200.0   -2.0    1.0
 5700.0  200.0   -1.0    1.0
 6000.0  200.0     .0    1.0
 527   5.4    4.3  1 LAGOS NIGERIA                 
 5000.0  200.0     .0    1.0
 528  -3.0   10.0  4 GABON                         
 1400.0  200.0    1.0    1.0
 2300.0  200.0    1.5    1.0
 3900.0  200.0     .5    1.0
 8800.0  300.0  -17.5    2.6
 529  -4.8   11.8  7 KOUITOU R. CONGO              
  500.0  200.0    -.5    1.0
 1000.0  200.0     .0    2.0
 2900.0  200.0    -.5    2.0
 5000.0  200.0   -1.0    2.0
 7000.0  200.0   -4.0    3.0
 8000.0  300.0   -5.0    3.0
 9000.0  300.0  -12.0    3.0
 530 -15.1   12.1  3 S. ANGOLA                     
 1600.0  200.0    5.2    1.0
 3000.0  200.0    3.0    1.0
 3400.0  200.0    5.0    1.0
 531 -28.0   15.7  9 S. NAMIBIA                    
 1600.0  200.0    1.5    1.0
 5300.0  200.0    3.6    1.0
 5800.0  200.0     .0    1.0
 6700.0  200.0     .0    1.0
 7400.0  200.0  -20.4    3.0
 7700.0  300.0  -20.3    3.0
12900.0  500.0  -71.3   10.6
13600.0  500.0  -76.5   11.4
14300.0  500.0  -81.2   12.1
 532 -34.2   22.1  2 MOSSEL BAY SA.                
 1900.0  200.0     .0    1.0
 6900.0  200.0    2.5    1.0
 533 -34.5   24.7  1 C. ST. FRANCIS SA.            
 7600.0  300.0  -51.0    7.6
 534 -26.4   32.7  2 MAPUTO MOZAMBIQUE             
 4100.0  200.0    1.2    1.0
 4700.0  200.0    4.5    1.0
 535 -25.0   47.0  3 S. MADAGASCAR                 
 1000.0  200.0    2.0    1.0
 1900.0  200.0    2.5    1.0
 2300.0  400.0    1.2    1.0
 536 -17.3   49.4  2 E. MADAGASCAR                 
 2900.0  200.0    1.3    1.0
 3700.0  200.0    1.3    1.0
 537 -14.3   50.2  1 N. MADAGASCAR                 
 2000.0  200.0     .2    1.0
 538 -21.2   55.5  7 REUNION                       
 3100.0  200.0   -1.2    1.0
 5000.0  200.0   -4.2    1.0
 5400.0  200.0   -7.0    1.0
 6000.0  200.0  -10.0    1.4
 6400.0  200.0  -11.0    1.6
 6900.0  200.0  -14.0    2.1
 7300.0  200.0  -18.0    2.7
 539  15.6   39.5  1 MESEWA ETHIOPIA               
 3900.0  200.0     .0    1.0
 540  28.8   32.1  1 SUEZ EGYPT                    
 4900.0  200.0   -5.5    1.0
 541  23.3   58.5  3 MUSCAT OMAN                   
 4000.0  200.0    1.0    1.0
 4600.0  200.0     .3    1.0
 5400.0  200.0    1.0    1.0
 542  24.0   54.5  4 ABU DHABI UAE.                
  500.0  200.0    -.2    1.0
 1300.0  200.0     .0    1.0
 2200.0  200.0    -.4    1.0
 3800.0  200.0   -1.0    1.0
 543  25.5   51.5  3 QATAR                         
 4300.0  200.0    3.0    1.0
 5000.0  200.0    1.5    1.0
 5400.0  200.0    2.0    1.0
 544  26.0   50.0  4 DHAHRAN SAUDI ARABIA          
 3700.0  200.0    1.8    1.0
 4200.0  200.0    3.0    1.0
 4500.0  200.0    1.5    1.0
 6000.0  200.0    1.2    1.0
 545  29.6   48.0  7 KUWAIT BAY KUWAIT             
 2000.0  200.0   -1.0    1.0
 4000.0  200.0     .0    1.0
 6000.0  200.0     .0    1.0
 8000.0  300.0  -20.0    3.0
10000.0  400.0  -30.0    4.5
12000.0  400.0  -50.0    7.4
14000.0  500.0  -74.0   11.0
 546  30.0   48.5  1 FAO IRAQ                      
 9900.0  300.0  -31.7    4.7
 547  27.1   56.0  4 W. MAKRAN IRAN                
 1700.0  200.0    2.0    1.0
 3500.0  200.0    2.6    1.0
 4200.0  200.0    7.0    1.0
 5000.0  200.0    4.0    1.0
 548  21.4   70.0  5 GUJARAT INDIA                 
 4600.0  200.0    2.1    1.0
 5200.0  200.0    1.0    1.0
 5800.0  200.0    1.9    1.0
 6300.0  200.0    2.0    1.0
 6700.0  200.0    1.0    1.0
 549  19.0   72.7  6 BOMBAY INDIA                  
 2000.0  200.0     .2    1.0
 2200.0  200.0   -3.0    1.0
 2700.0  200.0    5.9    1.0
 3500.0  200.0    5.5    1.0
 4200.0  200.0   -1.0    1.0
 4500.0  200.0    1.0    1.0
 550  15.6   73.7  1 GOA INDIA                     
  800.0  200.0     .0    1.0
 551  10.5   72.6  3 LACCADIVE IS. INDIA           
 1800.0  200.0    5.0    1.0
 2100.0  200.0    5.0    1.0
 2600.0  200.0    5.0    1.0
 552   8.7   78.1  7 GULF OF MANNAR INDIA          
  400.0  200.0    3.0    1.0
 1000.0  200.0    3.0    1.0
 2100.0  200.0    3.0    1.0
 2700.0  200.0    6.0    1.0
 3700.0  200.0    6.5    1.0
 5300.0  200.0    6.0    1.0
 5600.0  200.0    3.0    1.0
 553  13.3   80.3  1 MADRAS INDIA                  
  700.0  200.0    4.0    1.0
 554   6.1   80.1  1 GALLE SRI LANKA               
 3000.0  200.0     .9    1.0
 555   6.2  100.0  5 W. MALAYA                     
 2500.0  200.0    1.4    1.0
 3600.0  200.0     .7    1.0
 4200.0  200.0    1.5    1.0
 5100.0  200.0    2.4    1.0
 5700.0  200.0    3.0    1.0
 556   4.3  103.5  2 E. MALAYA                     
 2700.0  200.0    1.4    1.0
 4000.0  200.0    2.5    1.0
 557   1.6  103.4  7 SINGAPORE                     
 2100.0  200.0    2.0    1.0
 4300.0  200.0    4.0    1.0
 5000.0  200.0    3.8    1.0
 6300.0  200.0     .7    1.0
 6900.0  200.0    -.4    1.0
10600.0  400.0  -33.7    5.0
12400.0  700.0  -38.6    5.7
 558   2.2  102.3  7 SUMATRA INDONESIA             
 1100.0  200.0    -.7    1.0
 6000.0  200.0    1.2    1.0
 7000.0  200.0   -3.3    1.0
 7600.0  300.0   -7.5    1.1
 8500.0  300.0  -21.0    3.1
 9300.0  300.0  -33.4    5.0
 9800.0  300.0  -53.6    8.0
 559  -7.5  113.6  7 JAVA INDONESIA                
 2600.0  200.0    1.8    1.0
 3700.0  200.0     .8    1.0
 4200.0  200.0    1.4    1.0
 5200.0  200.0    2.9    1.0
 6200.0  200.0    3.0    1.0
12900.0  500.0  -75.0   11.2
13600.0  500.0  -75.0   11.2
 560  -4.5  119.5  2 SULAWESI INDONESIA            
 4100.0  200.0    5.8    1.0
 4900.0  200.0    6.5    1.0
 561   5.3  115.3  2 NORTH BORNEO                  
 4400.0  200.0    1.9    1.0
 4800.0  200.0    1.9    1.0
 562 -12.2  131.9  4 DARWIN N. AUST.               
 1000.0  200.0     .0    1.0
 1700.0  200.0     .0    1.0
 3100.0  200.0     .0    1.0
 4500.0  200.0     .0    1.0
 563 -15.0  127.9  2 CAMBRIDGE GULF W. AUST.       
 6200.0  300.0   -2.5    1.0
 6800.0  200.0   -2.5    1.0
 564 -22.3  114.0  1 EXMOUTH GULF W. AUST.         
 4500.0  200.0    1.0    1.0
 565 -24.6  113.0  3 SHARK BAY W. AUST.            
 3100.0  200.0    2.4    1.0
 3900.0  200.0    1.7    1.0
 5000.0  200.0    1.7    1.0
 566 -32.0  116.0  6 PERTH W. AUST.                
 3900.0  200.0    4.5    1.0
 4100.0  200.0    4.5    1.0
 4500.0  200.0     .1    1.0
 4600.0  200.0    1.2    1.0
 5900.0  200.0     .1    1.0
 8300.0  300.0     .0    1.0
 567 -62.2  -58.8  5 PALMER PEN. ANTARCTICA        
  600.0  200.0     .5    1.0
 1200.0  200.0    5.0    1.0
 1400.0  200.0    7.6    1.1
 3100.0  200.0   10.0    1.4
 7700.0  300.0    4.3    1.0
 568 -69.0   39.6  1 OLAF LAND ANTARCTICA          
 3800.0  200.0    3.5    1.0
 569 -66.3  110.5  1 KNOX COAST ANTARCTICA         
 6000.0  300.0   19.8    2.9
 570 -77.7  163.4  8 McMURDO SOUND ANTARCTICA      
 4600.0  200.0    2.9    1.0
 5200.0  200.0    4.0    1.0
 5400.0  200.0    8.1    1.2
 5800.0  200.0    7.5    1.1
 6100.0  200.0    5.7    1.0
 6200.0  200.0    4.5    1.0
 6400.0  200.0    6.0    1.0
 6700.0  200.0   21.6    3.2
 601  71.3 -156.6  5 BARROW AK.                    
 2700.0  200.0    -.3    1.0
 3100.0  200.0    4.0    1.0
 5000.0  300.0    1.5    1.0
 8800.0  300.0    3.5    1.0
 9200.0  300.0    3.0    1.0
 602  64.2 -165.5  2 NOME AK.                      
11600.0  400.0  -17.9    2.6
13800.0  500.0  -21.4    3.2
 603  61.2 -150.0  1 ANCHORAGE AK.                 
13700.0  500.0    8.2    1.2
 604  60.4 -145.0  3 COPPER R. AK.                 
  700.0  200.0   -3.2    1.0
 1400.0  200.0   -3.0    1.0
 1700.0  200.0   -4.5    1.0
 605  58.7 -137.7  4 YAKUTAT AK.                   
 1200.0  200.0    7.1    1.0
 2800.0  300.0   29.5    4.4
 8100.0  400.0   88.3   13.2
10800.0  400.0   63.0    9.4
 606  58.2 -134.0  7 JUNEAU AK.                    
 5000.0  200.0    3.0    1.0
 6000.0  200.0    6.0    1.0
 7000.0  200.0   16.0    2.4
 8000.0  300.0   23.0    3.4
 9000.0  300.0   29.0    4.3
10000.0  400.0   45.0    6.7
11000.0  400.0   62.0    9.2
 607  55.6 -131.6  2 KETCHIKAN AK.                 
  500.0  200.0    1.0    1.0
 8400.0  300.0   10.0    1.4
 608  54.3 -130.2  3 PRINCE RUPERT BC.             
 5000.0  200.0    4.0    1.0
 6000.0  200.0   13.0    1.9
 7000.0  200.0   32.0    4.8
 609  53.9 -132.7  9 QUEEN CHARLOTTE ISLANDS BC.   
 1000.0  200.0    2.0    1.0
 2000.0  200.0    3.0    1.0
 3000.0  200.0    4.0    1.0
 4000.0  200.0    8.0    1.1
 5000.0  200.0   11.0    1.6
 6000.0  200.0   11.0    1.6
 7000.0  200.0   11.0    1.6
 8000.0  300.0   12.0    1.8
 9000.0  300.0   13.0    1.9
 610  51.0 -128.0  8 QUEEN CHARLOTTE SOUND BC.     
 4000.0  200.0   -3.0    1.0
 5000.0  200.0   -3.0    1.0
 6000.0  200.0   -2.0    1.0
 7000.0  200.0    1.0    1.0
 8000.0  300.0    5.0    1.0
 9000.0  300.0   10.0    1.4
10000.0  400.0   18.0    2.7
11000.0  400.0   32.0    4.8
 611  50.6 -127.0  2 N. VANCOUVER IS. BC.          
12300.0  400.0   53.0    7.9
12900.0  500.0   17.0    2.5
 612  49.0 -124.0  6 E. VANCOUVER IS. BC.          
 4600.0  200.0   15.0    2.2
 8700.0  300.0    1.5    1.0
11500.0  400.0   37.0    5.5
11900.0  400.0   25.0    3.7
12200.0  400.0   49.0    7.3
12500.0  500.0  154.0   23.0
 613  48.5 -123.3  5 VICTORIA BC.                  
 5400.0  200.0    2.0    1.0
 9300.0  300.0    1.0    1.0
11700.0  400.0    2.0    1.0
12400.0  400.0   17.0    2.5
12700.0  500.0   28.0    4.2
 614  49.2 -123.0  5 FRAZER LOWLANDS BC.           
 7300.0  200.0    9.0    1.3
 9400.0  300.0   11.0    1.6
11000.0  400.0   38.0    5.6
11500.0  400.0   92.0   13.7
11900.0  400.0  132.0   19.7
 615  48.8 -122.5  4 WHATCOM WA.                   
10300.0  400.0   31.0    4.6
11600.0  400.0   77.0   11.5
11900.0  400.0   97.0   14.5
13000.0  500.0   82.0   12.2
 616  46.2 -124.0  4 COLUMBIA R. WA.               
 2000.0  200.0   -2.0    1.0
 5000.0  200.0   -7.0    1.0
 6000.0  200.0   -9.0    1.3
 7000.0  200.0  -11.0    1.6
 617  37.6 -122.4  4 SAN FRANCISCO BAY CA.         
 3600.0  200.0   -5.0    2.0
 6200.0  300.0  -10.0    3.0
 8300.0  300.0  -20.0    3.0
 9000.0  300.0  -36.0    5.3
 618  32.9 -117.3  5 LA JOLLA CA.                  
 4200.0  200.0   -2.0    1.0
 5400.0  200.0  -11.6    1.7
 8300.0  300.0  -23.0    3.4
12800.0  500.0  -38.0    5.6
13200.0  500.0  -38.0    5.6
 619  31.3 -114.9  3 N. GULF OF CALIF. MEX.        
  700.0  200.0     .0    1.0
 2200.0  200.0     .7    1.0
 4800.0  200.0     .0    1.0
 620  23.0 -106.0 10 NAYARIT MEX.                  
 1000.0  200.0    -.5    1.0
 2000.0  200.0   -1.0    1.0
 3000.0  200.0   -1.3    1.0
 4000.0  200.0   -2.5    1.0
 5000.0  200.0   -4.0    1.0
 6000.0  200.0   -6.0    1.0
 7000.0  200.0  -10.0    1.4
 8000.0  300.0  -18.0    2.7
 9000.0  300.0  -29.0    4.3
10000.0  400.0  -39.0    5.8
 621  16.2  -94.8  3 SALINA CRUZ MEX.              
 1200.0  200.0    7.0    1.0
 2100.0  200.0    7.0    1.0
 2400.0  200.0    7.0    1.0
 622 -14.0  -76.2  1 PARACAS PERU                  
 3100.0  200.0    5.0    1.0
 623 -32.0  -71.5  2 VILPARAISO CHILE              
 3700.0  200.0    4.0    1.0
 4400.0  200.0    4.0    1.0
 624 -52.8  -70.8  4 BAHIA GENTE GRANDE CHILE      
 3900.0  200.0    3.0    1.0
 4600.0  200.0    2.0    1.0
 5600.0  200.0    3.0    1.0
 5900.0  200.0    3.4    1.0
 625 -53.7  -71.2  2 PUERTO DEL HAMBRE CHILE       
 4000.0  200.0    3.5    1.0
 8000.0  300.0    2.1    1.0
 626 -54.9  -68.5  2 BEAGLE CHANNEL CHILE          
 1500.0  200.0     .7    1.0
 4600.0  200.0    3.6    1.0
 627  71.5  136.0  2 YANA R. SIBERIA               
 2000.0  200.0    5.5    1.0
 3600.0  300.0    2.0    1.0
 628  69.5  171.8  4 PEVEK SIBERIA                 
  900.0  200.0    1.8    1.0
 2300.0  200.0    3.0    1.0
 3300.0  200.0    2.0    1.0
 4300.0  200.0    3.0    1.0
 629  64.5  177.0  9 GULF OF ANADYR USSR.          
 1300.0  200.0    2.5    1.0
 3200.0  200.0    2.8    1.0
 4200.0  200.0    2.0    1.0
 6000.0  200.0    1.6    1.0
 7000.0  200.0    2.3    1.0
 8200.0  300.0    3.9    1.0
 9000.0  300.0    2.9    1.0
 9900.0  500.0    4.5    1.0
11800.0  400.0    4.8    1.0
 630  53.7  138.8  1 TUGUR USSR.                   
 2500.0  200.0    1.7    1.0
 631  47.0  138.9  3 NELMA USSR.                   
 1200.0  200.0    1.8    1.0
 2300.0  200.0    2.0    1.0
 4500.0  200.0     .0    1.0
 632  43.0  134.0  7 NAKHODKA USSR.                
 2900.0  200.0    3.0    1.0
 4500.0  200.0    2.1    1.0
 5800.0  200.0   -6.0    1.0
 6300.0  200.0   -9.0    1.3
10300.0  400.0  -36.0    5.3
10600.0  400.0  -39.0    5.8
12200.0  700.0  -24.3    3.6
 633  42.5  130.7  2 NE. N. KOREA                  
 5500.0  200.0    4.0    1.0
 6000.0  200.0    4.4    1.0
 634  35.0  127.0  4 KIMJE S. KOREA                
  900.0  200.0    -.1    1.0
 4700.0  200.0   -1.9    1.0
 6100.0  200.0   -4.5    1.0
 6500.0  200.0   -5.1    1.0
 635  39.0  117.5 13 TIENTSIN CHINA                
 1000.0  200.0   -1.0    1.0
 2000.0  200.0    2.5    1.0
 2500.0  200.0     .5    1.0
 3100.0  200.0    1.5    1.0
 3800.0  200.0   -4.0    1.0
 4000.0  200.0    3.2    1.0
 4700.0  200.0     .7    1.0
 5300.0  200.0    1.5    1.0
 5700.0  300.0   -2.5    1.0
 6600.0  300.0   -2.5    1.0
 8800.0  700.0  -11.8    1.7
 9100.0  300.0  -12.5    1.8
10300.0  400.0  -13.6    2.0
 636  31.3  121.5  1 SHANGHAI CHINA                
 5500.0  200.0    2.0    1.0
 637  42.5  141.0  4 HOKKAIDO JAP.                 
 4400.0  200.0   -6.0    1.0
 5600.0  200.0    2.0    1.0
 6100.0  200.0    2.0    1.0
10600.0  400.0  -39.0    5.8
 638  36.8  137.2  4 TOYAMA BAY JAP.               
 1400.0  200.0   -1.0    1.0
 1700.0  200.0    -.5    1.0
 4100.0  200.0    3.0    1.0
 4500.0  200.0    2.0    1.0
 639  35.8  139.8 10 TOKYO BAY JAP.                
 1000.0  200.0     .0    1.0
 2000.0  200.0   -1.0    1.0
 3000.0  200.0     .0    1.0
 4000.0  200.0    1.0    1.0
 5000.0  200.0    2.0    1.0
 6000.0  200.0    1.0    1.0
 7000.0  200.0   -7.0    1.0
 8000.0  300.0  -17.0    2.5
 9000.0  300.0  -28.0    4.2
10000.0  400.0  -40.0    5.9
 640  34.0  135.0  9 OSAKA BAY JAP.                
 4000.0  200.0     .0    1.0
 5000.0  200.0    2.0    1.0
 6000.0  200.0    3.0    1.0
 7000.0  200.0  -13.0    1.9
 8000.0  300.0  -22.0    3.3
 9000.0  300.0  -26.0    3.9
10000.0  400.0  -27.0    4.0
11000.0  400.0  -28.0    4.2
12000.0  400.0  -30.0    4.5
 641  33.0  134.0  4 SHIKOKU JAP.                  
 4000.0  200.0    5.0    1.0
 6400.0  200.0    3.5    1.0
 6800.0  200.0    4.7    1.0
 7200.0  200.0    4.7    1.0
 642  31.0  130.0  3 KYUSHU JAP.                   
 2900.0  200.0    6.0    1.0
 4400.0  200.0    4.0    1.0
 5700.0  200.0     .0    1.0
 643  28.0  130.0  7 KIKAI IS. JAP.                
 1400.0  700.0    2.0    1.0
 2000.0  300.0    1.0    1.0
 2800.0  200.0    1.0    1.0
 3800.0  400.0    1.0    1.0
 4200.0  300.0    2.0    1.0
 5500.0  400.0    3.5    1.0
 6400.0  400.0    4.5    1.0
 644  27.0  129.0  4 OKIERABU IS. JAP.             
 2000.0  200.0    1.5    1.0
 3100.0  200.0    2.2    1.0
 4100.0  200.0    -.5    1.0
 5200.0  200.0   -6.0    1.0
 645  26.0  127.0  4 KUME IS. JAP.                 
 1200.0  200.0    2.2    1.0
 1900.0  200.0    3.0    1.0
 2200.0  200.0    3.3    1.0
 3000.0  200.0    3.8    1.0
 646  26.0  128.0  3 OKINAWA IS. JAP.              
 1800.0  200.0    1.8    1.0
 3000.0  200.0    2.0    1.0
 5000.0  200.0    1.0    1.0
 647  26.0  124.0  5 UOTSURI IS. JAP.              
 2300.0  200.0    1.2    1.0
 2800.0  200.0    2.7    1.0
 3000.0  200.0    2.3    1.0
 3700.0  200.0    2.7    1.0
 5100.0  200.0    2.7    1.0
 648  24.0  124.0  4 ISHIGAKI IS. JAP.             
 1100.0  200.0     .0    1.0
 1400.0  200.0     .0    1.0
 2200.0  200.0    -.5    1.0
 3000.0  200.0    1.0    1.0
 649  25.0  122.0  5 N. TAIWAN                     
 1800.0  200.0    3.0    1.0
 2800.0  200.0    2.5    1.0
 3600.0  200.0    2.5    1.0
 5300.0  200.0    2.0    1.0
 5600.0  200.0    2.0    1.0
 650  22.0  120.0  2 S. TAIWAN                     
 1400.0  200.0    1.0    1.0
 1700.0  200.0    1.5    1.0
 651  11.3  108.8  4 PHEN RANG VIET NAM            
  900.0  200.0    1.2    1.0
 2500.0  200.0    2.0    1.0
 4200.0  200.0    2.0    1.0
 6000.0  200.0    4.0    1.0
 652  10.5  106.0  5 MEKONG DELTA VIET NAM         
 3400.0  200.0    2.0    1.0
 4200.0  200.0    2.0    1.0
 4500.0  200.0    2.0    1.0
 5600.0  200.0     .0    1.0
12200.0  400.0  -68.6   10.2
 653  -6.2  147.7  2 HUON PEN. PAPUA NG.           
 6300.0  300.0   -3.5    1.0
 7800.0  300.0  -13.0    2.0
 654 -15.0  145.0  5 C. YORK PEN. QL.              
 1400.0  200.0    -.1    1.0
